norad,count
18800,12636
19994,5536
22476,10674
22804,12189
23302,6389
26830,4274
21797,13698
1915,13615
7575,16924
21270,13110
16208,14306
7203,13886
10142,15375
14879,9558
21170,13299
10642,13208
12740,15945
3506,19263
12654,16875
7153,16194
3213,15791
16382,15917
21178,13378
7080,15691
17616,9954
27136,10382
27006,10304
22842,10078
20283,8050
5150,11962
26000,6459
6063,14839
23447,11994
26650,6820
8561,15985
21721,11104
28042,5682
25561,12355
19643,13403
13720,14717
27155,6086
5358,15028
12457,16098
12190,16193
20892,13364
13272,16585
15529,9219
8073,15965
13022,14066
3892,14824
26157,6456
27744,7565
22545,10310
13810,15081
26432,7268
23343,13647
7338,14779
1576,12737
13618,15232
10465,13251
10645,16376
10646,14270
18527,13887
10537,15703
3896,11066
6218,17543
15399,14606
4774,15193
19143,13682
3592,14462
21317,6895
21336,14458
21384,10614
21551,11486
22377,13826
22395,12900
25733,12058
27762,4541
5871,12968
26828,6911
8185,14555
10711,12912
13131,10934
21161,13290
14467,10143
1392,17755
18606,7527
27677,4328
27089,9101
10825,14304
19221,8007
10659,14684
14919,9326
741,14903
2432,15078
2934,14120
4597,17106
19910,13833
25449,8593
20324,13777
8968,15236
14364,13865
18121,14017
2017,17820
12332,13704
21674,12791
12693,16664
21355,12411
12771,13988
12860,14336
12963,15742
13797,14795
16682,16046
18472,9083
18752,13582
18819,13347
19450,11610
27482,3544
25161,10719
11327,15507
4818,16250
23488,10820
18758,12919
12731,13773
8307,14164
27570,3612
8174,13126
18906,9976
7156,14274
14472,11245
17755,14633
7074,13677
6764,7243
10251,12884
10710,13428
13497,13544
14446,7465
14716,7101
26199,9778
16409,16062
19391,6342
20131,4764
18866,7017
21283,13939
21285,13784
21836,13724
26498,3240
23255,7346
10643,13025
16381,14032
2329,16709
4968,14304
8295,15035
28064,5008
14883,7433
15555,10139
26018,5661
27743,3981
7015,14314
22040,12861
26025,7320
27752,4207
25442,5271
15762,10903
10708,14327
10709,14977
10764,14884
11170,14750
28070,4040
10178,10310
21251,12543
967,14533
21754,7687
15490,11904
23005,12334
4635,15663
5349,16220
10524,14260
10830,13262
10564,14030
12964,14386
13533,10740
9960,16027
4053,13335
19111,6382
20326,9373
20865,13829
4868,16128
22665,7767
4391,14783
6125,15028
2755,15213
7026,16252
19183,9306
3386,13286
22627,14439
22537,13015
9482,16253
13053,15391
13534,13064
20903,12767
19367,8678
26205,8173
21997,8341
26823,6255
19048,13072
28069,3586
10884,15162
9663,12916
12644,14517
13489,13520
20309,5029
25057,6326
1575,14444
13563,14755
9510,16509
18794,13915
27576,6020
3494,12998
10011,13973
6853,14687
7161,11292
17536,14040
19144,13199
27226,8499
27727,3292
1983,17553
1807,18089
19046,16684
19211,15962
12766,14845
739,15034
5165,17285
19000,7971
2174,14916
4855,14421
18637,9793
27130,10303
9955,11767
21233,14045
19291,7838
4987,14328
27628,3213
9816,15796
7031,14441
7284,14835
7957,15762
17178,14208
18276,13698
12542,14371
12943,11343
15559,7567
17146,14150
20011,9081
22607,12527
20625,15200
16205,14722
3616,14467
3790,17219
5958,13928
23277,12339
6766,14390
13527,15416
6843,16782
18538,5717
26827,4387
7655,14166
26132,9510
21550,9379
15530,7152
14465,12681
1829,14231
26128,9103
12664,15473
13505,10951
14466,14406
17219,14851
21363,13143
14717,13237
18907,9906
26283,8919
3741,13646
16457,14238
10748,14061
13481,15700
4843,14494
3488,13774
14096,16431
23264,5296
10412,14247
1589,14454
27133,9997
27147,10228
7124,13391
14818,13711
21382,13094
19439,4314
4645,15041
10838,13413
11051,14561
6993,14698
13590,14430
19311,8154
21689,14462
13801,15133
7166,12853
12743,15026
15558,8526
9979,6214
22830,14117
10619,14022
13034,14704
13807,15239
22604,12520
21279,12945
12646,16255
22369,14087
13168,14262
14556,13112
26837,4435
23254,6389
3901,14411
12661,15154
17024,4433
3577,15216
4794,14945
26836,4915
22331,14076
27789,1124
10759,15768
10766,14788
13468,14654
4149,16354
13758,15731
24756,11658
21324,13310
9824,16152
22285,14228
25255,10818
2700,12920
4651,18127
16616,15504
2436,14462
8181,14588
12212,16872
12880,14349
18764,13582
19033,8351
22222,12660
14051,16442
19961,7887
22571,7544
26275,9392
3267,12113
5438,17255
27601,9990
5149,16082
19479,4992
27483,691
14408,6725
3454,12924
15340,9493
17353,4801
19853,6335
28148,534
28223,263
28206,7606
2011,13519
23440,11838
3819,15155
20974,12373
27806,3608
23564,6938
28068,3018
18691,8494
20327,6196
26845,4285
11751,16176
3045,13299
10720,14568
12151,15286
21986,6070
27797,1768
7946,14652
15475,14103
16144,14145
10888,10874
26834,4824
28075,2817
27912,157
10471,14535
20627,13261
27687,3772
27804,5519
4907,11389
10469,12279
9323,12459
13802,14077
12659,15518
26754,5555
10629,12688
4688,13982
745,16221
7158,12589
5907,15209
7665,14768
19593,7210
5181,14943
15625,14203
1671,14138
17273,12631
10229,8476
26031,120
18912,3586
22652,12420
14904,3985
27936,2
20048,4942
27862,1
20299,1791
26523,1600
26645,314
20390,6144
20307,5387
20224,2297
20200,1696
20016,8401
19963,1606
19817,4710
19764,6231
28262,7
19641,3878
19358,3958
19354,3461
19319,4045
19318,3223
19301,4146
19300,3804
19010,427
18745,4372
18677,4764
18644,3664
18511,5881
18212,5230
18159,6135
18127,5881
17981,6269
17715,5129
17703,4713
17670,6848
17660,6164
17634,6682
17622,5867
17471,5182
17311,7153
17198,6902
17184,6615
17154,6632
17131,7399
17123,6656
17120,6442
17116,6906
17110,6646
17094,5801
16878,5577
16545,2544
16085,6483
15778,5891
15552,6429
15534,6438
14911,6170
14528,7279
14505,6100
14416,3343
14360,7048
14236,1066
13985,7276
13805,6226
13772,7382
13683,7232
13459,6930
13023,6050
12886,6713
12824,7510
12763,8129
12760,7685
12750,7003
12702,7417
12267,6790
12214,8454
12208,7959
12201,5457
11777,7581
11458,7427
11419,7920
11286,8345
11269,7356
11252,7453
11216,7362
11156,7771
11056,7551
10493,7490
10363,7665
10269,7699
10241,6729
10226,8675
10181,7816
9828,8203
9727,8227
9711,7488
8963,8109
8309,8907
8298,8583
8155,8828
8128,7719
7943,8858
7941,8372
7867,7652
7855,8232
7852,8334
7487,7749
28203,4792
6221,8007
6085,8630
5984,9338
5810,8498
5759,8715
5724,7981
5638,8720
5591,8411
5520,6876
5457,8651
5357,7954
5328,8078
5282,10042
5226,8089
5198,8463
5148,7974
5137,8928
5062,7342
4983,7609
4976,7402
4944,7525
4940,8475
4899,7386
4890,7165
4866,7664
4862,7357
4850,8232
4802,7116
4726,8133
4622,8729
4619,9043
4475,8244
4444,7512
4210,8389
4201,8225
4015,8083
3783,9279
3717,8753
3708,8995
3683,8924
3587,9338
3524,9029
3523,9457
3467,6491
3391,8691
3361,7223
3342,5956
3019,8543
2788,7912
2129,8200
2086,8798
2085,7834
1944,9982
1822,8249
1808,10368
1687,8387
1673,7385
1663,8357
1370,10340
1347,8888
841,8267
840,8822
806,8199
661,8278
472,8925
275,7367
229,8134
211,8787
135,8173
26757,400
26753,763
26752,335
26751,451
26739,252
26723,200
26708,1239
26699,892
26693,693
26673,160
26660,611
26659,880
26656,1160
26652,1465
26651,1327
26632,1752
26602,1821
26562,4095
26522,943
26518,358
26516,1173
26482,1262
26457,422
26450,629
26447,150
26445,599
26428,879
26427,486
26426,742
26424,476
26349,918
26345,911
26344,1080
26343,1572
26341,1214
26337,418
26335,406
26324,634
26322,941
26319,357
26317,845
26316,593
26315,687
26314,349
26312,663
26307,1451
26305,996
26304,1044
26296,1044
26295,473
26293,1540
26292,584
26291,918
26290,719
26289,1039
26282,506
26279,610
26276,1522
26269,835
26261,1257
26256,475
26255,379
26251,1482
26250,542
26248,501
26247,746
26242,684
26237,558
26232,1459
26224,914
26219,1213
26217,871
26216,709
26215,959
26212,1247
26204,578
26201,600
26197,1245
26192,811
26189,1272
26183,718
26182,1040
26180,831
26179,834
26174,546
26169,1121
26165,925
26163,537
26160,639
26148,676
26124,970
26078,5
26076,5
26046,624
26030,1982
25988,1342
25987,1427
25887,1935
25855,2380
25831,1435
25830,2574
25738,1417
25694,2235
25648,1568
25428,763
25361,1228
25236,2770
25200,1969
25194,2160
25191,1075
25018,2401
24988,1785
24981,1424
24977,2184
24976,1686
24811,251
24788,1594
24780,2296
24767,1654
24766,2139
24760,2243
24704,1547
24696,2631
24646,746
24631,2946
24628,2305
24610,2309
24599,2669
24585,2300
24521,2519
24517,2324
24515,2405
24500,2629
24493,2619
24477,3266
24466,2570
24375,3212
24347,2536
24339,2495
24337,2151
24323,2457
24318,967
24317,635
24311,1192
24310,2665
24268,3394
24263,3483
24261,2461
24259,2525
24256,3436
24254,2354
24247,2166
24242,2630
24212,2496
24207,2349
24199,2696
24198,2661
24195,3121
24191,2803
24184,2311
24179,2611
24174,2348
24172,2380
24166,3332
24158,2269
24156,3108
24155,2618
24149,2424
24146,2355
24136,2744
24135,2686
24134,3013
24133,2565
24132,2631
24130,2611
24124,3345
24122,2399
24107,2450
24106,2350
24103,2982
24095,3070
24081,2508
24070,3118
24068,2400
24025,2550
24016,2458
24014,2473
24000,2177
23999,2838
23989,2445
23878,3378
23749,1925
23481,2772
23418,2689
23307,3435
23172,379
23100,4743
23071,3194
22922,4536
22846,793
22780,3596
22660,3295
22658,4061
22572,4296
22560,4291
22556,3502
22538,4788
22522,4757
22511,4960
22484,4196
22472,4006
22467,3313
22427,4201
22424,3642
22413,5032
22401,5162
22399,5460
22389,5373
22385,3506
22378,4228
22372,4342
22364,4574
22298,3759
22172,3996
22013,4695
21945,4499
21841,4311
21839,4675
21838,4650
21837,4692
21658,5333
21570,6422
21493,7085
21491,4911
21462,189
21378,5115
21376,3876
21323,5052
21298,5038
21267,4883
21150,5501
21080,5176
20970,6293
20960,4670
20914,4250
20880,5298
20871,6314
20851,5046
20651,5546
20614,5070
20612,5242
20611,2905
20610,5259
20030,1513
19482,1549
13526,5146
13475,1333
5393,7361
52,15
26767,10
26768,6
26771,365
26502,22
26774,14
22933,183
26776,32
23518,65
26784,360
22048,182
647,7046
26817,538
26820,231
2496,77
23835,355
19055,88
25498,362
26854,16
16939,117
26860,38
23117,265
26868,105
26869,58
23517,59
26875,224
26876,150
26877,234
26878,143
26879,2
23430,180
26881,152
26885,758
23630,93
25070,42
22250,154
15955,25
26891,18
26893,15
25555,6
19220,188
26711,35
26909,9
26910,129
26912,2
26923,412
26925,88
25674,26
25557,1
23743,68
26933,36
26937,16
26942,16
26825,7
26943,10
26944,17
26945,34
26946,23
26951,13
26952,25
26954,43
26956,9
26963,33
26966,65
26971,125
26972,72
23631,29
26797,144
19108,62
23740,77
26744,178
5981,26
25155,34
18678,126
26984,5
23733,103
26999,107
27009,42
27010,23
27012,5
27013,16
27015,19
27016,41
27017,15
27018,17
27020,4
27021,18
27022,7
27023,14
27024,32
25556,1
28277,1555
26991,1
28209,2583
28351,1
28210,1496
28267,239
28099,3891
26501,65
28295,337
28205,7950
28309,8475
13446,36
11556,175
14319,105
27008,15
27062,5
21141,96
15679,178
24736,82
27064,79
27065,626
27066,357
27067,465
27070,647
27071,359
27072,149
27073,262
27074,479
27076,750
27077,190
27078,618
27079,164
27080,229
27081,314
27082,599
27084,742
27086,572
27090,668
27092,367
27094,429
27095,469
27096,1007
27099,910
27100,515
27101,225
27102,497
27103,538
27106,400
27108,535
27109,1238
27110,289
27111,1027
27112,101
27113,601
27116,1068
27117,480
27120,91
27122,103
27139,148
27143,278
27145,1001
27156,1018
27162,213
27163,368
27164,90
27165,940
27166,4
27167,53
27170,60
27171,176
27172,251
27173,224
27174,150
27175,75
27176,20
27177,136
27178,352
27179,186
27180,223
27181,860
27183,76
27184,114
27185,119
27186,144
27187,245
27188,144
27189,59
27190,142
27191,140
27192,139
27193,333
27194,240
27195,36
27196,99
27197,60
27198,363
27200,90
27201,43
27202,98
27203,16
27204,103
27205,292
27206,58
27207,65
27208,19
27210,131
27211,273
27212,13
27213,131
27215,127
27217,1145
27219,335
27220,17
27221,45
27223,67
27224,206
27225,234
27227,118
27228,60
27229,22
27230,63
27232,36
27233,54
27235,300
27236,311
27237,257
27238,253
27240,534
27241,211
27242,827
27243,42
27244,67
27245,247
27246,513
27247,90
27248,367
27249,370
27251,181
27252,139
27253,17
27254,67
27256,15
27257,25
27258,25
27259,824
27260,378
27261,32
27262,52
27263,172
27264,46
27265,130
27266,32
26625,27
27268,213
27269,389
27270,98
27271,47
27272,11
27274,9
27275,201
27276,7
27277,29
19544,94
27278,26
27279,13
27280,44
27281,55
27282,23
27283,12
27284,36
27285,214
27287,219
27288,6
27289,64
27290,49
27292,54
27293,44
27294,135
27295,202
27296,102
27300,30
27301,35
27302,69
27303,115
27304,79
27306,787
27307,87
27308,92
27309,296
27310,122
27311,78
27312,2
27313,3
27314,14
27316,191
27318,54
27319,87
27320,93
27321,34
27323,233
27324,115
27326,42
27327,18
26872,16
27328,23
23742,141
23460,84
27329,312
27331,321
27332,12
27333,23
27335,11
27336,23
27337,152
27338,653
27339,1
27340,23
27341,17
27342,171
27343,11
27344,27
27345,52
27346,136
27348,62
27349,28
27350,22
27351,105
27352,178
27354,86
27355,25
27356,2
27357,16
27358,49
27359,20
27360,236
27361,92
27362,84
27363,852
27364,16
27365,80
27366,16
21751,362
27377,451
23767,102
27383,24
23661,228
26466,41
22448,575
2374,268
15811,33
27393,55
27396,13
28311,377
28312,5897
27398,41
28191,323
28207,3298
28293,686
28349,3702
28294,565
28296,621
28297,2423
28299,759
28298,880
28248,6464
28255,9409
27410,101
27411,66
26941,12
27417,9
21990,104
26814,163
27423,54
27427,10
26641,62
27435,234
20586,21
26940,6
26896,19
26642,66
27442,20
27443,8
22010,35
25726,42
10994,35
27452,369
27381,31
27455,12
27456,2
27458,20
19814,160
22879,1689
21122,109
27471,4
27490,188
22851,73
26928,26
28318,5934
28328,3892
28329,3522
28200,6813
28334,3854
28292,4161
28333,3864
28338,4076
27495,212
28208,3645
28342,4363
28345,3910
28346,4247
28315,8764
27496,102
27505,16
27506,19
27507,12
26811,16
27512,238
18086,69
25240,465
27517,206
27519,138
27520,150
27521,3
27524,2
27488,426
27527,25
27379,7
27532,16
25574,53
20446,100
16600,962
27539,25
27541,180
27543,63
27544,11
27547,7
27548,10
27549,8
27553,19
26772,26
27558,25
27514,24
27563,1
27564,10
27565,4
27572,366
27573,872
18332,204
27580,1995
27584,334
27587,260
27588,159
27592,34
28286,1661
28278,4705
28201,3008
15188,22
27448,15
27614,136
27615,94
28300,8720
28302,7656
28130,409
28301,4470
28303,7880
28314,4785
28304,8035
28306,381
28307,8195
28308,7226
28305,4474
28316,931
13091,5
27631,56
20022,27
24934,381
26682,210
27638,1043
27641,707
27678,2687
27721,2867
27736,1177
27750,2894
27758,85
27829,401
27839,469
27909,929
27910,561
27911,1024
27913,402
28055,6620
28056,6594
28066,333
28067,4784
28080,9120
28081,8871
28107,4
28109,4
23178,412
27637,1
23174,89
27623,1
26746,28
16223,3
27645,202
19190,35
27627,207
27682,11
24847,82
19332,234
23298,255
27485,39
24283,328
26409,365
27694,71
27702,469
27703,527
27705,207
27529,9
27708,71
27709,130
27713,1
27756,33
17332,37
27767,5
27774,20
27776,4
27777,1
28322,4504
27484,2
27782,14
28321,4268
28335,3900
28320,4266
28273,772
28317,8129
28313,3855
27675,16
19348,537
26961,3
27696,146
25895,56
27817,1
23416,407
25641,195
27824,24
27835,150
27836,106
27486,5
24655,48
27447,72
27822,78
27857,30
27872,1
27874,15
28325,3779
28327,3794
28326,4229
28330,3578
28332,4253
28211,787
28339,59
28340,3489
28343,3536
28341,2078
28344,3801
28348,3860
28282,1403
28319,3955
28310,4022
20258,72
27947,50
27439,94
27955,33
27956,1
21753,35
28044,42
28047,2
28053,16
27960,10
27487,5
28076,1
28077,13
28025,7
28084,4
28085,3
28086,12
28087,8
27778,9
28088,6
27973,3
28090,2
28091,2
27974,1
28103,2
28105,3
27050,46
23813,209
28135,2
28136,1
27977,2
28029,3
28062,6
27779,24
28202,3076
28323,4098
28324,2118
27986,7
28331,2324
28146,41
28143,5
25154,93
27719,14
28162,4
28165,57
28166,28
28167,30
28168,40
15916,64
23332,73
28175,16
28177,9
28182,3
28183,2
26057,51
27860,2
27930,2
28195,1
28196,2
28204,2370
28229,3
3609,7562
5189,7290
28235,1
28236,2
28337,79
28271,434
28272,89
28274,826
28275,1461
28281,26
28283,3671
28284,2077
28285,1441
28287,20
28288,3274
28289,1558
28290,2009
28291,4630
28336,315
28347,85
28353,9110
28354,7729
28355,7722
28356,7738
28357,7723
27468,33
28362,203
22273,18
27961,115
28377,207
28381,8642
28388,2983
28389,2553
28390,288
28400,18
23,3240
28,3324
62,3681
64,1648
74,2945
75,2954
99,1386
101,2064
129,1662
137,1424
139,1164
149,1095
153,1514
156,7034
161,1683
166,3697
175,7102
176,1842
179,7776
250,1546
265,1322
300,1296
301,1472
311,3594
313,3581
317,1372
319,1504
326,1080
331,3173
356,1276
370,1205
378,4228
388,7393
398,1716
400,2951
401,3109
411,1176
412,1229
413,3109
415,3086
418,3786
421,2454
464,2997
466,3350
468,1520
477,1700
519,3155
26560,124
28442,1658
462,7289
523,1367
28374,7629
534,2250
536,1224
539,3305
542,3347
547,3316
550,3515
556,3199
603,7322
605,1008
606,3059
607,1247
610,3538
650,1765
662,3471
696,4013
697,3434
699,3069
26897,277
717,3078
27666,301
26607,396
28050,9137
736,1546
875,255
934,2469
935,2928
940,1970
941,1052
960,4112
9968,7162
937,1961
988,905
1098,3002
1199,1
1289,1179
1345,3722
1349,1465
1371,1718
1372,3871
1373,1734
1378,5276
1379,1865
1438,1732
1439,1511
1448,1778
1461,3103
1462,1325
1463,921
1475,3109
1481,1530
1501,996
1528,1144
1548,1264
1557,1757
1564,2034
1566,1714
1597,3963
1600,1403
1640,1517
1649,1069
1667,1843
1677,2882
1690,1231
1723,977
1747,1107
1748,3960
1761,3784
1769,1501
1819,998
1825,2768
1832,6559
1934,1444
1994,3700
540,3766
1440,4848
1625,3808
1644,990
1645,887
1650,948
1651,3300
1654,902
1656,1561
1662,2695
1664,6092
1665,1087
1666,827
1670,2884
1675,724
1678,1092
1679,1033
1681,3124
1686,5705
1688,1244
1689,870
1695,2770
1697,1125
1709,1303
1712,1534
1715,3849
1718,1325
1719,1227
1721,6887
1725,6140
1746,974
1749,993
1751,911
1752,1078
1753,2961
1755,1312
1756,3288
1757,1151
1759,1101
1764,1058
1770,890
1827,1266
1828,896
1830,2990
1836,4054
1844,7119
1861,2724
1869,1778
1884,2734
1887,821
1898,1837
1913,964
1914,938
1916,1075
1917,1748
1918,865
1919,881
1920,1009
1922,1024
1929,1346
1935,1109
1937,7599
1957,944
1958,1057
1960,1276
1962,6784
1963,4836
1973,1301
1975,1233
1976,1346
1977,1682
1978,951
1986,1010
1988,194
1992,1263
1993,1003
1995,3537
2023,4229
2042,802
2044,1042
2051,1250
2079,1721
2082,797
2083,2963
2101,1168
2145,1590
2169,3085
2178,1838
2179,3902
2708,37
2787,1060
2791,1235
2794,1271
2795,963
2991,935
2992,105
3050,917
3498,3249
2010,1171
2798,1881
551,3017
2637,21
2688,1228
2689,3609
2692,3231
2696,3200
2699,2959
2721,3268
2763,3736
2786,1060
2790,1352
2823,3464
2887,1029
2897,895
2899,854
2900,1051
2929,803
2930,1285
2932,2910
2988,6192
2990,1010
3004,881
3011,3827
3023,993
3039,901
3046,3482
3064,938
3065,2760
3076,9
3331,715
3364,1374
3367,898
3400,891
3443,1152
3490,1084
3499,890
3742,1336
3935,826
3970,906
3730,1355
15531,2528
3589,855
3433,1114
1652,883
1820,1415
1974,1178
2087,896
2385,2653
2431,10
3103,1191
3146,1406
3147,1732
3151,4328
3176,3346
3231,3066
3283,3828
3328,3771
3343,7920
3349,1878
3355,3599
3356,792
3357,1945
3358,1280
3359,3058
3362,1144
3363,1277
3365,751
3366,1076
3370,960
3371,1648
3372,812
3374,656
3376,855
3377,1224
3378,869
3379,746
3380,2935
3381,5482
3382,1003
3383,3609
3384,1186
3387,3061
3402,953
3403,1084
3407,717
3423,1093
3424,664
3425,1443
3434,1346
3435,825
3437,1422
3439,842
3440,785
3441,3485
3444,1111
3445,753
3446,1074
3447,768
3448,1723
3455,1224
3456,1467
3461,1995
3463,1556
3464,1582
3466,3165
3468,1028
3478,795
3481,818
3483,855
3491,998
3492,7273
3496,742
3497,915
3502,868
3507,3985
3508,8191
3518,1395
3519,2205
3527,971
3547,1011
3550,4345
3552,4103
3560,9121
3564,8006
3566,8777
3567,2056
3568,1422
3570,2144
3581,628
3582,1423
3585,4339
3590,1118
3593,1978
3600,1804
3601,1528
3411,1164
14843,2420
3426,1065
3797,3614
3556,2289
3607,4200
3610,4506
3664,947
3677,1554
3678,1857
3680,1730
3681,4450
3682,1333
3685,4652
3687,8572
3688,1279
3697,1348
3707,1305
3714,1351
3718,2830
3720,861
3723,707
3732,1195
3733,868
3736,651
3737,2895
3739,3974
3751,1523
3776,1035
3791,3880
3813,1121
3816,38
3817,2450
3828,914
3836,3146
3839,165
3844,2049
3849,1433
3859,1170
3871,1506
3873,3643
3875,488
3877,1179
3878,32
3882,556
3902,467
3903,1078
3904,1221
3925,1181
3926,1437
3928,1433
3930,675
3959,1161
3962,7841
3963,3897
3964,1567
3987,1367
4003,1050
4006,6904
4011,722
4012,1289
4016,1041
4017,765
4018,433
4020,1159
4021,1138
4029,6955
4030,807
4031,2212
4079,83
4120,7722
4134,7304
4142,1183
4148,1519
4152,2176
4162,1021
4163,1051
4165,3088
4167,3565
4170,3044
4172,3946
4175,4010
4176,1017
4188,1236
4189,1213
4192,1398
4194,1635
4197,1010
4199,1402
4202,1183
4203,1567
4204,1008
4212,3674
4213,1279
4215,7885
4222,8978
4228,1374
4229,922
4230,1398
4238,954
4239,917
4240,1024
4241,1096
4243,1700
4244,817
4245,3019
4248,945
4258,2981
4260,3504
4261,1379
4265,1104
4268,3176
4269,855
4270,1015
4271,971
4274,856
4278,3166
4286,33
4312,1863
4319,1311
4469,1061
4470,978
4471,1924
4535,871
5278,1849
5870,524
3684,2528
3897,1058
17651,4214
3746,971
5432,7733
5874,1322
3704,1313
3786,1444
3795,858
3809,1336
5279,1644
3876,1118
10394,3711
3792,1237
14411,7116
3953,1108
4013,1434
4009,696
4146,3141
4147,1388
4156,6187
6750,5755
4242,1997
4310,1655
4317,1360
4325,7726
4348,3557
4350,2150
4359,1058
4361,1084
4392,9265
4433,980
4434,1003
4436,3159
4437,1317
4440,3388
4441,3547
4445,5911
4448,791
4450,1277
4452,2762
4454,1444
4460,1918
4462,1542
4463,852
4464,1466
4465,3212
4466,3804
4472,735
4473,1223
4474,951
4498,832
4518,4034
4520,1007
4521,1150
4522,913
4523,3767
4532,884
4533,843
4534,1488
4541,976
4543,3416
4544,1014
4548,1781
4550,975
4551,1010
4584,7771
4587,1328
4601,7699
4602,1936
4604,4849
4605,3067
4606,980
4608,3907
4609,3427
4610,6955
4618,7977
4620,8937
4623,9050
4624,8726
4625,8828
4626,1336
4627,3986
4633,3035
4641,6310
4646,3790
4647,7785
4661,7644
4662,2120
4663,4016
4666,4316
4669,1521
4671,1403
4674,1998
4678,1099
4680,3170
4684,3456
4703,1054
4704,4074
4707,2165
4729,1488
4730,1276
4731,1544
4750,3429
4758,2035
4770,3359
4771,1747
4775,1268
4807,927
4824,1327
4826,590
5021,8075
5275,5249
5521,690
4459,1223
5827,1142
4549,1409
4586,1130
3787,62
3838,583
4531,3227
4670,1124
4827,4013
4839,606
4840,3220
4858,868
4860,2952
4865,1346
4869,6901
4870,796
4876,1148
4887,747
4888,1398
4889,881
4894,6331
4896,1076
4897,845
4908,3143
4923,2085
4927,1323
4930,7181
4931,875
4933,877
4936,1037
4939,921
4947,1327
4956,1197
4969,5519
4975,984
4978,1272
4981,6404
4985,6499
4995,3530
4999,984
5009,5276
5023,854
5027,3115
5030,1078
5031,4083
5032,2566
5033,4109
5034,8508
5037,1101
5055,774
5057,761
5058,603
5065,2122
5070,8106
5071,1110
5072,865
5074,905
5075,6179
5077,8232
5079,690
5081,1369
5090,283
5092,3892
5093,8005
5095,4739
5096,1166
5099,4167
5100,1957
5101,3937
5102,4580
5130,1272
5135,893
5136,1336
5140,878
5143,8140
5145,7386
5147,5554
5152,3269
5158,822
5178,93
5191,4703
5193,1211
5194,1407
5195,437
5196,3112
5200,4817
5202,1059
5219,3433
5223,2017
5224,1003
5243,3962
5244,5834
5254,885
5276,617
5295,4037
5296,4536
5323,750
5324,1152
5325,3915
5336,4029
5338,4065
5339,1077
5345,243
5348,3223
5362,19
5363,713
5376,3325
5391,696
5399,7176
5400,7179
5405,7095
5411,1238
5413,1020
5418,385
5419,755
5420,708
5421,562
5424,1314
5429,770
5433,889
5434,4000
5440,7177
5445,3195
5454,673
5460,2053
5462,1059
5467,1011
5501,690
5504,3218
5506,2938
5508,3710
5510,3247
5515,25
5516,635
5523,648
5524,607
5526,3592
5532,721
5540,948
5568,785
5569,597
5571,437
5576,2420
5582,749
5592,874
5593,117
5594,599
5600,2494
5622,3505
5629,1108
5633,2766
5634,474
5637,3690
5644,848
5676,911
5693,3225
5697,2952
5699,2829
5700,798
5701,2755
5714,8075
5754,1291
5757,3073
5760,3892
5762,1339
13936,2225
4906,1242
5029,1389
5789,4393
5084,3352
5080,4469
5085,1104
5132,1252
3960,446
5190,891
5372,416
5242,1248
14447,7313
5264,628
12348,4347
5375,1241
6044,1305
5456,504
9974,6228
5514,719
5471,834
5505,3128
5528,942
5601,2465
5761,8766
5631,3498
5636,706
5695,1687
5717,549
17652,5303
5813,551
5959,271
6299,3481
6718,924
2335,807
2428,1017
5711,657
5734,504
5743,422
5744,415
5751,483
5753,620
5788,1196
5790,687
5809,2101
5811,633
5815,1032
5828,764
5830,449
5843,3496
5853,6012
5857,531
5859,918
5868,470
5869,852
5872,316
5873,663
5875,504
5889,263
5895,1065
5898,778
5955,1223
5964,563
6004,121
6043,399
6098,967
6145,736
6146,785
6161,1713
6162,1352
6178,140
6182,1092
6184,3426
6185,993
6190,362
6224,1005
6253,479
6273,1028
6283,794
6290,1196
6329,2938
6330,3059
6344,971
6351,2653
6372,1082
6374,1123
6697,506
6700,1588
6783,649
6804,1439
6870,1
6895,6760
6908,3880
6912,773
6951,1065
6969,1
13775,6617
14448,6345
17661,2328
19560,3077
5962,388
6827,45
7047,5198
7062,1599
7067,1775
7070,1548
7077,2364
7089,6604
7110,990
7111,519
7123,2260
7125,4039
7144,1485
7159,811
7197,758
7201,736
7204,462
7208,646
7215,1786
7257,462
7258,443
7259,1231
7302,738
7307,996
7326,654
7340,874
7341,399
7418,6907
7467,871
7515,1099
7516,988
7517,454
7518,668
7519,571
7550,4367
7558,1041
7577,1049
7579,572
7580,526
7582,293
7590,4
9840,118
7090,1498
7214,1715
6800,651
2404,4717
3910,456
4725,1886
5415,375
5956,168
7636,1183
7638,862
7645,261
7670,1016
7674,1059
7676,16
7695,419
7722,485
7723,603
7724,355
7726,6
7750,267
7753,2801
7757,392
7765,332
7777,342
7789,269
7833,1199
7835,293
7837,1143
7840,3469
7841,3010
7842,7029
7843,3177
7845,3023
7847,7098
7848,2809
7853,7378
7854,2973
7856,483
7858,1163
7859,631
7860,467
7861,612
7874,6913
7876,1830
7882,738
7886,560
7887,603
7891,1161
7894,608
7895,562
7896,557
7897,612
7898,950
7899,1149
7908,373
7909,644
7914,472
7928,640
7929,764
7931,2867
7932,1279
7934,3360
7935,3582
7936,553
7942,4329
7945,2148
7960,7117
7961,567
7966,1251
7967,7362
7969,7334
7971,901
7973,494
7974,2760
7975,492
7976,4984
7977,579
7978,672
7980,431
7999,409
8000,1037
8001,394
8002,779
8003,508
8005,3440
8044,612
8047,281
8049,347
8057,469
8058,334
8083,3322
8086,635
8087,295
8088,429
8089,974
